user_id,faculty,role,material_title,material_type,action,action_date,duration_min,rating
U2494,ФКБ,студент,Big Data Systems,практикум,початок,2025-10-11,7.6,5
U2495,ФИС,студент,ML Intro,відеолекція,завершення,2025-10-19,14.0,1
U2496,ФИТ,студент,Data Science Guide,електронна книга,читання,2025-05-03,7.2,5
U2497,ФЕП,викладач,Digital Logic,підручник,початок,2025-06-01,11.7,4
U2498,ФИТ,викладач,Cybersecurity 101,практикум,завершення,2025-02-09,8.9,2
U2499,ФЕН,студент,ML Intro,стаття,пошук,2025-02-09,7.3,5
U2500,ФКБ,студент,Database Design,стаття,завершення,2025-11-25,0.9,1
U2501,ФКБ,студент,Cybersecurity 101,електронна книга,завершення,2025-04-21,6.4,5
U2502,ФИТ,студент,Python Basics,відеолекція,початок,2025-06-05,1.4,3
U2503,ФЕН,студент,ML Intro,відеолекція,читання,2025-03-10,1.1,2
U2504,ФИС,викладач,Digital Logic,стаття,початок,2025-06-14,0.6,1
U2505,ФКБ,викладач,Big Data Systems,практикум,перерва,2025-02-25,11.1,5
U2506,ФИТ,викладач,Python Basics,підручник,завершення,2025-10-07,5.9,1
U2507,ФИС,викладач,Cybersecurity 101,практикум,початок,2025-01-15,5.7,3
U2508,ФКБ,студент,Data Science Guide,підручник,пошук,2025-03-16,10.3,5
U2509,ФЕН,студент,Cybersecurity 101,відеолекція,початок,2025-04-17,11.3,3
U2510,ФКБ,студент,Database Design,практикум,читання,2025-04-12,12.8,3
U2511,ФЕН,викладач,Big Data Systems,практикум,початок,2025-01-29,7.8,5
U2512,ФЕП,студент,Cybersecurity 101,електронна книга,завершення,2025-06-08,12.7,5
U2513,ФЕП,викладач,Digital Logic,електронна книга,перерва,2025-02-15,8.1,3
U2514,ФЕП,викладач,ML Intro,відеолекція,читання,2025-05-30,5.1,2
U2515,ФЕП,студент,Big Data Systems,електронна книга,читання,2025-07-20,5.8,4
U2516,ФИТ,студент,Data Science Guide,підручник,початок,2025-05-18,6.2,1
U2517,ФКБ,студент,Algorithms and Structures,електронна книга,пошук,2025-02-08,6.1,4
U2518,ФЕП,викладач,Database Design,практикум,завершення,2025-06-01,8.6,4
U2519,ФЕН,студент,Algorithms and Structures,електронна книга,пошук,2025-01-20,2.5,1
U2520,ФЕН,студент,Python Basics,електронна книга,читання,2025-02-12,10.9,1
U2521,ФИС,викладач,Algorithms and Structures,практикум,читання,2025-04-24,11.5,3
U2522,ФЕП,викладач,ML Intro,відеолекція,читання,2025-04-03,14.5,4
U2523,ФИТ,викладач,Digital Logic,стаття,перерва,2025-10-14,1.1,5
U2524,ФЕН,студент,ML Intro,практикум,початок,2025-05-08,8.4,4
U2525,ФКБ,студент,Big Data Systems,практикум,початок,2025-05-21,7.4,2
U2526,ФКБ,викладач,Algorithms and Structures,стаття,початок,2025-07-10,7.9,1
U2527,ФИС,студент,Cybersecurity 101,електронна книга,пошук,2025-09-15,7.8,1
U2528,ФИТ,студент,Digital Logic,електронна книга,перерва,2025-02-27,12.6,4
U2529,ФКБ,викладач,ML Intro,стаття,початок,2025-10-20,12.2,2
U2530,ФЕН,студент,ML Intro,електронна книга,початок,2025-10-06,0.8,5
U2531,ФЕН,студент,Algorithms and Structures,відеолекція,перерва,2025-08-24,8.2,2
U2532,ФИС,студент,Digital Logic,стаття,завершення,2025-01-08,3.4,5
U2533,ФИТ,викладач,Data Science Guide,практикум,початок,2025-01-17,8.7,4
U2534,ФЕП,викладач,Python Basics,електронна книга,пошук,2025-07-23,1.8,2
U2535,ФЕН,викладач,Big Data Systems,стаття,перерва,2025-09-29,7.4,4
U2536,ФИТ,викладач,Cybersecurity 101,підручник,читання,2025-02-23,1.0,5
U2537,ФИТ,студент,Big Data Systems,електронна книга,завершення,2025-03-15,8.5,5
U2538,ФЕН,викладач,Python Basics,відеолекція,читання,2025-08-13,13.5,2
U2539,ФИТ,викладач,Cybersecurity 101,відеолекція,початок,2025-11-23,11.0,4
U2540,ФЕП,студент,Data Science Guide,стаття,завершення,2025-08-10,1.7,4
U2541,ФЕП,викладач,ML Intro,відеолекція,пошук,2025-01-01,2.7,5
U2542,ФЕП,студент,Big Data Systems,відеолекція,пошук,2025-11-11,7.3,3
U2543,ФИТ,студент,Cybersecurity 101,електронна книга,читання,2025-11-12,9.6,4
U2544,ФЕН,студент,Database Design,підручник,завершення,2025-11-27,7.9,5
U2545,ФЕН,викладач,Algorithms and Structures,відеолекція,початок,2025-03-11,4.2,3
U2546,ФИС,студент,Cybersecurity 101,практикум,перерва,2025-09-04,13.3,5
U2547,ФИТ,студент,Big Data Systems,відеолекція,перерва,2025-10-15,14.7,2
U2548,ФЕП,студент,Digital Logic,відеолекція,початок,2025-07-16,4.5,2
U2549,ФИС,студент,ML Intro,електронна книга,читання,2025-08-10,5.4,3
U2550,ФЕП,студент,ML Intro,стаття,пошук,2025-05-14,12.4,1
U2551,ФЕП,викладач,Big Data Systems,підручник,початок,2025-03-22,14.9,3
U2552,ФКБ,студент,ML Intro,підручник,читання,2025-05-18,2.8,5
U2553,ФИС,студент,Python Basics,електронна книга,завершення,2025-08-09,9.5,2
U2554,ФЕП,студент,Database Design,практикум,перерва,2025-08-22,3.4,5
U2555,ФЕН,викладач,Database Design,практикум,читання,2025-01-05,8.8,2
U2556,ФКБ,студент,Big Data Systems,відеолекція,перерва,2025-11-23,2.5,2
U2557,ФЕН,викладач,Cybersecurity 101,електронна книга,пошук,2025-09-15,8.9,2
U2558,ФКБ,студент,ML Intro,підручник,читання,2025-05-23,3.5,1
U2559,ФИТ,викладач,Data Science Guide,стаття,пошук,2025-04-10,11.8,3
U2560,ФИС,студент,Digital Logic,відеолекція,завершення,2025-10-30,12.9,3
U2561,ФЕП,студент,ML Intro,практикум,початок,2025-05-11,0.8,5
U2562,ФЕН,студент,Data Science Guide,практикум,пошук,2025-07-15,2.3,2
U2563,ФИС,студент,Digital Logic,відеолекція,завершення,2025-07-16,0.8,3
U2564,ФЕН,студент,Digital Logic,відеолекція,початок,2025-04-09,9.2,3
U2565,ФИТ,студент,Python Basics,практикум,початок,2025-03-12,7.1,1
U2566,ФИТ,студент,ML Intro,стаття,пошук,2025-06-24,4.1,2
U2567,ФИТ,викладач,Digital Logic,електронна книга,перерва,2025-03-13,2.4,3
U2568,ФКБ,викладач,Data Science Guide,електронна книга,пошук,2025-05-16,12.6,2
U2569,ФКБ,студент,Data Science Guide,відеолекція,завершення,2025-03-08,11.8,5
U2570,ФКБ,викладач,Data Science Guide,практикум,завершення,2025-03-01,11.2,4
U2571,ФКБ,студент,Big Data Systems,відеолекція,пошук,2025-06-09,9.2,3
U2572,ФКБ,викладач,Database Design,підручник,перерва,2025-02-09,14.8,2
U2573,ФКБ,студент,Database Design,стаття,перерва,2025-01-07,11.5,2
U2574,ФЕН,студент,Digital Logic,підручник,перерва,2025-06-07,4.6,4
U2575,ФКБ,студент,ML Intro,підручник,перерва,2025-01-09,5.4,1
U2576,ФИТ,викладач,Database Design,підручник,читання,2025-07-05,11.2,3
U2577,ФИТ,студент,Big Data Systems,електронна книга,початок,2025-06-06,13.8,5
U2578,ФЕП,викладач,Digital Logic,практикум,початок,2025-07-21,2.7,1
U2579,ФЕН,викладач,Database Design,електронна книга,початок,2025-05-14,13.0,3
U2580,ФЕП,студент,ML Intro,підручник,початок,2025-01-02,11.0,5
U2581,ФИС,викладач,Database Design,відеолекція,завершення,2025-10-17,4.4,5
U2582,ФКБ,студент,Data Science Guide,стаття,завершення,2025-02-14,2.2,1
U2583,ФИС,студент,Big Data Systems,відеолекція,читання,2025-10-05,14.8,2
U2584,ФЕП,викладач,Digital Logic,підручник,читання,2025-10-02,8.3,1
U2585,ФКБ,студент,Digital Logic,електронна книга,перерва,2025-07-27,2.2,2
U2586,ФИТ,студент,Cybersecurity 101,підручник,читання,2025-06-02,1.6,2
U2587,ФКБ,викладач,Algorithms and Structures,підручник,початок,2025-10-26,12.6,3
U2588,ФЕН,викладач,Big Data Systems,відеолекція,читання,2025-10-27,4.3,5
U2589,ФЕН,викладач,Data Science Guide,відеолекція,завершення,2025-08-13,14.2,4
U2590,ФИС,студент,Algorithms and Structures,відеолекція,пошук,2025-09-14,14.7,3
U2591,ФЕН,студент,Python Basics,електронна книга,завершення,2025-06-01,6.1,2
U2592,ФЕН,викладач,Big Data Systems,відеолекція,перерва,2025-02-16,6.3,4
U2593,ФЕП,студент,Digital Logic,електронна книга,початок,2025-04-29,6.1,4
U2594,ФЕП,викладач,Digital Logic,практикум,читання,2025-09-01,7.1,4
U2595,ФИТ,студент,Database Design,відеолекція,початок,2025-04-23,11.4,3
U2596,ФИТ,студент,Python Basics,підручник,початок,2025-11-19,11.8,5
U2597,ФЕН,студент,Python Basics,підручник,пошук,2025-06-04,14.8,3
U2598,ФЕП,студент,Database Design,електронна книга,пошук,2025-04-04,14.0,4
U2599,ФЕП,викладач,Python Basics,електронна книга,читання,2025-02-13,14.5,3
U2600,ФИТ,викладач,Cybersecurity 101,відеолекція,перерва,2025-02-03,10.6,2
U2601,ФКБ,викладач,Python Basics,стаття,завершення,2025-10-29,12.3,1
U2602,ФЕП,викладач,Algorithms and Structures,стаття,перерва,2025-05-10,11.0,3
U2603,ФЕН,студент,Big Data Systems,практикум,перерва,2025-03-16,7.6,3
U2604,ФИТ,студент,Cybersecurity 101,відеолекція,початок,2025-06-19,13.9,3
U2605,ФИС,викладач,Database Design,підручник,завершення,2025-04-24,13.2,2
U2606,ФЕП,викладач,Algorithms and Structures,практикум,читання,2025-09-19,9.5,4
U2607,ФЕП,студент,Data Science Guide,електронна книга,початок,2025-05-01,8.4,2
U2608,ФИТ,студент,Algorithms and Structures,підручник,перерва,2025-10-18,5.4,2
U2609,ФИТ,студент,Database Design,підручник,читання,2025-11-22,2.9,4
U2610,ФИС,викладач,Database Design,відеолекція,пошук,2025-08-22,13.7,1
U2611,ФИТ,викладач,Python Basics,стаття,перерва,2025-11-17,9.6,3
U2612,ФЕН,викладач,Cybersecurity 101,відеолекція,пошук,2025-10-15,10.8,2
U2613,ФЕН,студент,Data Science Guide,підручник,пошук,2025-05-23,14.5,1
U2614,ФИТ,викладач,Big Data Systems,підручник,перерва,2025-11-03,7.0,2
U2615,ФЕП,студент,Digital Logic,практикум,читання,2025-09-07,5.4,3
U2616,ФИТ,студент,Algorithms and Structures,підручник,завершення,2025-04-25,10.2,2
U2617,ФИТ,студент,Cybersecurity 101,практикум,читання,2025-03-03,2.3,4
U2618,ФИТ,викладач,Big Data Systems,практикум,перерва,2025-04-12,11.5,3
U2619,ФИТ,викладач,Database Design,електронна книга,завершення,2025-02-24,7.2,5
U2620,ФЕП,студент,Cybersecurity 101,електронна книга,пошук,2025-05-12,10.4,3
U2621,ФЕП,викладач,Digital Logic,стаття,завершення,2025-03-11,4.0,5
U2622,ФИТ,студент,Big Data Systems,відеолекція,пошук,2025-10-07,2.2,3
U2623,ФИС,студент,Big Data Systems,відеолекція,початок,2025-01-18,2.7,3
U2624,ФЕН,студент,Data Science Guide,стаття,початок,2025-02-19,9.2,5
U2625,ФИС,викладач,Digital Logic,електронна книга,пошук,2025-10-22,14.7,5
U2626,ФЕП,студент,Algorithms and Structures,електронна книга,перерва,2025-05-19,8.2,3
U2627,ФИС,викладач,Data Science Guide,стаття,перерва,2025-04-30,6.4,4
U2628,ФЕП,студент,ML Intro,відеолекція,пошук,2025-06-16,14.9,1
U2629,ФИТ,викладач,Digital Logic,стаття,перерва,2025-04-07,10.4,2
U2630,ФИС,викладач,Data Science Guide,практикум,пошук,2025-08-26,3.4,3
U2631,ФКБ,студент,Data Science Guide,стаття,перерва,2025-07-15,9.1,4
U2632,ФКБ,студент,Data Science Guide,електронна книга,перерва,2025-04-19,7.4,3
U2633,ФЕН,викладач,Algorithms and Structures,стаття,пошук,2025-07-31,2.2,2
U2634,ФИС,студент,Cybersecurity 101,електронна книга,перерва,2025-10-15,7.9,4
U2635,ФИТ,викладач,Digital Logic,стаття,початок,2025-02-12,14.3,3
U2636,ФКБ,викладач,Database Design,підручник,читання,2025-06-12,3.8,5
U2637,ФЕП,студент,ML Intro,відеолекція,завершення,2025-06-27,12.0,1
U2638,ФИС,студент,Cybersecurity 101,практикум,початок,2025-07-20,14.3,3
U2639,ФИС,студент,Cybersecurity 101,стаття,пошук,2025-11-25,11.4,4
U2640,ФЕП,студент,Digital Logic,підручник,пошук,2025-11-05,3.1,5
U2641,ФЕП,викладач,Database Design,практикум,пошук,2025-06-02,14.1,4
U2642,ФЕП,викладач,Algorithms and Structures,електронна книга,початок,2025-05-01,14.5,1
U2643,ФКБ,студент,Data Science Guide,електронна книга,читання,2025-05-20,0.9,4
U2644,ФЕП,викладач,Python Basics,електронна книга,початок,2025-01-21,7.3,2
U2645,ФКБ,студент,Algorithms and Structures,стаття,читання,2025-06-15,7.2,3
U2646,ФКБ,викладач,Algorithms and Structures,стаття,читання,2025-07-21,4.8,4
U2647,ФЕН,викладач,Big Data Systems,стаття,пошук,2025-05-04,14.7,5
U2648,ФКБ,викладач,Cybersecurity 101,підручник,перерва,2025-07-01,14.7,3
U2649,ФЕП,студент,Cybersecurity 101,практикум,пошук,2025-04-04,11.5,5
U2650,ФКБ,викладач,Python Basics,підручник,перерва,2025-05-09,3.0,2
U2651,ФИС,студент,Algorithms and Structures,стаття,пошук,2025-03-02,2.9,1
U2652,ФЕН,студент,ML Intro,підручник,перерва,2025-09-21,11.7,2
U2653,ФЕП,викладач,Big Data Systems,відеолекція,початок,2025-04-20,9.7,1
U2654,ФИТ,викладач,Algorithms and Structures,електронна книга,пошук,2025-07-18,12.5,1
U2655,ФКБ,викладач,Database Design,практикум,початок,2025-03-28,8.2,5
U2656,ФИС,викладач,Big Data Systems,практикум,початок,2025-04-18,12.5,1
U2657,ФИС,викладач,Cybersecurity 101,стаття,завершення,2025-05-17,6.0,5
U2658,ФЕП,студент,Python Basics,електронна книга,пошук,2025-10-08,10.6,2
U2659,ФИС,студент,ML Intro,електронна книга,початок,2025-04-24,9.3,1
U2660,ФЕП,студент,Data Science Guide,стаття,завершення,2025-09-09,10.5,2
U2661,ФЕН,студент,Data Science Guide,стаття,початок,2025-07-29,5.1,2
U2662,ФЕП,студент,Digital Logic,стаття,читання,2025-11-10,6.8,4
U2663,ФКБ,викладач,Digital Logic,електронна книга,перерва,2025-03-29,9.3,1
U2664,ФКБ,викладач,Data Science Guide,електронна книга,пошук,2025-02-23,3.9,5
U2665,ФКБ,студент,Python Basics,практикум,перерва,2025-03-26,5.7,2
U2666,ФКБ,студент,Data Science Guide,відеолекція,завершення,2025-07-19,14.5,4
U2667,ФИТ,викладач,ML Intro,практикум,пошук,2025-07-03,1.8,5
U2668,ФИС,студент,Data Science Guide,електронна книга,початок,2025-05-05,7.9,1
U2669,ФИС,студент,Python Basics,практикум,завершення,2025-08-08,13.1,5
U2670,ФКБ,студент,Big Data Systems,практикум,пошук,2025-08-03,5.2,2
U2671,ФЕН,студент,Python Basics,практикум,завершення,2025-02-25,5.4,5
U2672,ФКБ,студент,Big Data Systems,відеолекція,читання,2025-09-01,7.5,2
U2673,ФИТ,викладач,Big Data Systems,відеолекція,початок,2025-07-07,13.6,2
U2674,ФИС,викладач,Digital Logic,підручник,читання,2025-02-17,13.4,3
U2675,ФИС,студент,Big Data Systems,відеолекція,пошук,2025-11-20,5.0,4
U2676,ФИС,викладач,ML Intro,практикум,початок,2025-03-18,1.3,5
U2677,ФЕН,викладач,Cybersecurity 101,практикум,початок,2025-06-09,12.3,3
U2678,ФКБ,викладач,Data Science Guide,підручник,перерва,2025-04-05,0.9,1
U2679,ФЕН,викладач,Digital Logic,практикум,пошук,2025-05-20,14.1,3
U2680,ФЕП,студент,Database Design,практикум,читання,2025-06-23,6.7,4
U2681,ФКБ,студент,Algorithms and Structures,стаття,завершення,2025-03-28,2.0,3
U2682,ФЕП,студент,ML Intro,електронна книга,початок,2025-05-22,14.6,5
U2683,ФЕП,студент,Database Design,практикум,завершення,2025-06-20,2.7,1
U2684,ФИТ,викладач,Data Science Guide,електронна книга,читання,2025-06-02,3.1,2
U2685,ФИС,студент,Big Data Systems,відеолекція,завершення,2025-10-27,11.1,5
U2686,ФИС,студент,Digital Logic,електронна книга,завершення,2025-03-10,11.4,2
U2687,ФКБ,викладач,Data Science Guide,стаття,завершення,2025-02-05,8.0,5
U2688,ФИС,студент,Python Basics,підручник,початок,2025-08-14,8.5,5
U2689,ФКБ,викладач,Algorithms and Structures,стаття,пошук,2025-05-03,14.6,4
U2690,ФЕП,викладач,Data Science Guide,електронна книга,початок,2025-02-13,6.8,3
U2691,ФЕН,студент,Python Basics,практикум,завершення,2025-05-08,4.9,2
U2692,ФИТ,викладач,Python Basics,підручник,читання,2025-02-18,6.0,4
U2693,ФИТ,викладач,ML Intro,відеолекція,завершення,2025-01-30,8.0,1
U2694,ФИС,викладач,Digital Logic,стаття,завершення,2025-05-11,2.2,3
U2695,ФИС,студент,Data Science Guide,стаття,завершення,2025-03-02,6.1,5
U2696,ФИС,викладач,Big Data Systems,відеолекція,початок,2025-03-31,3.5,2
U2697,ФЕП,викладач,ML Intro,стаття,пошук,2025-09-06,3.0,5
U2698,ФИТ,студент,ML Intro,стаття,пошук,2025-07-24,12.2,2
U2699,ФЕП,студент,Database Design,електронна книга,початок,2025-08-08,9.2,4
U2700,ФЕП,студент,Digital Logic,стаття,завершення,2025-05-22,9.9,1
U2701,ФИТ,студент,Cybersecurity 101,електронна книга,пошук,2025-04-09,2.8,1
U2702,ФИТ,студент,Cybersecurity 101,відеолекція,початок,2025-02-11,9.2,5
U2703,ФИТ,викладач,Database Design,стаття,пошук,2025-11-08,9.8,5
U2704,ФКБ,викладач,ML Intro,практикум,початок,2025-03-07,2.9,5
U2705,ФЕП,студент,Big Data Systems,відеолекція,пошук,2025-01-28,7.9,4
U2706,ФЕН,викладач,Python Basics,підручник,перерва,2025-08-12,4.5,3
U2707,ФЕН,студент,Data Science Guide,стаття,пошук,2025-01-22,7.1,4
U2708,ФИС,викладач,Algorithms and Structures,відеолекція,перерва,2025-06-19,2.1,3
U2709,ФИТ,викладач,Python Basics,відеолекція,читання,2025-05-11,3.6,4
U2710,ФИС,студент,Cybersecurity 101,стаття,читання,2025-09-26,14.1,2
U2711,ФИТ,викладач,Big Data Systems,електронна книга,перерва,2025-06-26,15.0,2
U2712,ФЕП,викладач,Cybersecurity 101,практикум,завершення,2025-10-14,8.8,5
U2713,ФКБ,викладач,Algorithms and Structures,відеолекція,початок,2025-01-21,3.7,4
U2714,ФЕП,викладач,Cybersecurity 101,відеолекція,читання,2025-04-22,6.8,5
U2715,ФИС,студент,Data Science Guide,електронна книга,читання,2025-04-05,14.7,3
U2716,ФЕП,викладач,Big Data Systems,стаття,початок,2025-11-21,1.6,2
U2717,ФИС,студент,Cybersecurity 101,електронна книга,перерва,2025-01-18,2.3,2
U2718,ФЕП,викладач,Python Basics,підручник,пошук,2025-04-26,10.7,2
U2719,ФЕН,студент,Cybersecurity 101,практикум,пошук,2025-01-14,7.8,2
U2720,ФЕН,студент,Python Basics,підручник,читання,2025-07-13,14.3,4
U2721,ФЕН,викладач,Algorithms and Structures,електронна книга,перерва,2025-10-05,6.9,2
U2722,ФИС,викладач,Database Design,практикум,перерва,2025-02-06,5.9,2
U2723,ФИТ,студент,Database Design,відеолекція,завершення,2025-06-15,14.4,4
U2724,ФКБ,викладач,Python Basics,практикум,пошук,2025-10-06,11.0,3
U2725,ФИТ,студент,Algorithms and Structures,електронна книга,завершення,2025-07-06,8.6,1
U2726,ФИТ,викладач,Cybersecurity 101,відеолекція,перерва,2025-08-01,5.6,5
U2727,ФЕН,студент,Cybersecurity 101,практикум,читання,2025-01-27,14.4,1
U2728,ФКБ,викладач,Python Basics,електронна книга,завершення,2025-06-02,4.1,4
U2729,ФЕП,викладач,Database Design,підручник,читання,2025-11-21,5.3,4
U2730,ФКБ,викладач,Data Science Guide,підручник,завершення,2025-03-01,1.0,5
U2731,ФИС,студент,Cybersecurity 101,підручник,читання,2025-07-13,6.5,3
U2732,ФИС,викладач,ML Intro,практикум,читання,2025-03-09,12.1,5
U2733,ФИС,студент,Cybersecurity 101,практикум,початок,2025-10-03,10.5,3
U2734,ФИС,викладач,Digital Logic,практикум,читання,2025-08-02,7.2,2
U2735,ФИТ,викладач,Algorithms and Structures,стаття,завершення,2025-04-16,14.1,1
U2736,ФЕН,студент,Data Science Guide,стаття,читання,2025-11-15,7.1,1
U2737,ФИС,викладач,Cybersecurity 101,відеолекція,завершення,2025-04-29,14.4,2
U2738,ФЕН,студент,Digital Logic,практикум,початок,2025-07-26,11.5,1
U2739,ФИТ,викладач,Algorithms and Structures,відеолекція,завершення,2025-06-13,11.0,3
U2740,ФИС,викладач,Algorithms and Structures,стаття,читання,2025-06-15,3.8,2
U2741,ФЕП,студент,Database Design,електронна книга,перерва,2025-10-18,3.5,3
U2742,ФКБ,викладач,Data Science Guide,підручник,перерва,2025-08-07,11.0,1
U2743,ФЕН,студент,Data Science Guide,стаття,завершення,2025-05-21,12.3,4
U2744,ФИС,студент,Big Data Systems,практикум,завершення,2025-08-25,10.0,1
U2745,ФИТ,студент,Big Data Systems,підручник,читання,2025-03-05,12.8,3
U2746,ФИТ,студент,Database Design,відеолекція,завершення,2025-09-10,9.6,1
U2747,ФИС,викладач,ML Intro,стаття,початок,2025-11-12,3.0,1
U2748,ФКБ,викладач,Digital Logic,електронна книга,читання,2025-05-19,13.9,2
U2749,ФКБ,студент,Python Basics,стаття,початок,2025-05-07,2.3,2
U2750,ФИТ,викладач,Digital Logic,стаття,читання,2025-03-29,11.6,2
U2751,ФКБ,викладач,Big Data Systems,підручник,початок,2025-09-15,13.0,1
U2752,ФЕН,студент,Database Design,стаття,перерва,2025-08-29,0.9,1
U2753,ФКБ,викладач,Database Design,підручник,пошук,2025-01-20,6.7,3
U2754,ФЕП,викладач,Algorithms and Structures,стаття,читання,2025-07-07,6.6,1
U2755,ФИТ,студент,Data Science Guide,відеолекція,завершення,2025-01-17,13.4,2
U2756,ФИС,викладач,Cybersecurity 101,стаття,завершення,2025-03-26,8.9,1
U2757,ФКБ,студент,Big Data Systems,електронна книга,початок,2025-08-03,2.5,1
U2758,ФКБ,студент,Cybersecurity 101,електронна книга,перерва,2025-02-04,0.8,1
U2759,ФЕН,студент,Cybersecurity 101,практикум,завершення,2025-02-27,14.3,2
U2760,ФКБ,викладач,Big Data Systems,підручник,читання,2025-09-10,4.7,3
U2761,ФИТ,викладач,Big Data Systems,практикум,читання,2025-07-21,10.8,5
U2762,ФКБ,студент,Python Basics,електронна книга,пошук,2025-03-17,8.6,3
U2763,ФИТ,викладач,Algorithms and Structures,практикум,читання,2025-05-03,11.7,3
U2764,ФИС,студент,Big Data Systems,стаття,читання,2025-04-14,3.9,3
U2765,ФИС,викладач,Algorithms and Structures,практикум,перерва,2025-05-29,5.7,5
U2766,ФКБ,студент,Algorithms and Structures,практикум,читання,2025-04-14,1.0,2
U2767,ФКБ,студент,Data Science Guide,практикум,початок,2025-05-11,13.0,2
U2768,ФЕН,викладач,Big Data Systems,практикум,початок,2025-05-25,11.2,2
U2769,ФЕН,викладач,Database Design,практикум,перерва,2025-04-12,0.7,3
U2770,ФЕН,викладач,Big Data Systems,відеолекція,пошук,2025-08-31,8.8,5
U2771,ФЕН,студент,Python Basics,електронна книга,перерва,2025-02-25,5.0,1
U2772,ФИС,студент,ML Intro,стаття,початок,2025-03-01,0.6,4
U2773,ФЕП,викладач,ML Intro,підручник,перерва,2025-11-23,9.4,5
U2774,ФЕН,викладач,Algorithms and Structures,відеолекція,початок,2025-06-22,11.5,5
U2775,ФИС,студент,Database Design,електронна книга,читання,2025-01-19,12.5,4
U2776,ФИС,студент,Algorithms and Structures,стаття,читання,2025-04-27,1.3,1
U2777,ФКБ,студент,Digital Logic,відеолекція,початок,2025-08-14,6.1,2
U2778,ФИТ,студент,Cybersecurity 101,підручник,читання,2025-09-28,3.4,2
U2779,ФИТ,викладач,Database Design,відеолекція,читання,2025-01-09,0.8,1
U2780,ФКБ,студент,Big Data Systems,відеолекція,читання,2025-02-07,6.6,4
U2781,ФЕН,викладач,Algorithms and Structures,практикум,читання,2025-09-14,1.8,3
U2782,ФЕП,студент,Big Data Systems,електронна книга,завершення,2025-05-12,10.3,1
U2783,ФИС,викладач,ML Intro,практикум,читання,2025-11-08,14.2,1
U2784,ФЕП,студент,ML Intro,практикум,завершення,2025-01-29,5.5,4
U2785,ФКБ,студент,ML Intro,електронна книга,початок,2025-09-01,5.7,1
U2786,ФЕП,студент,ML Intro,практикум,перерва,2025-04-30,13.7,4
U2787,ФКБ,студент,ML Intro,стаття,початок,2025-08-30,8.7,5
U2788,ФИТ,студент,Cybersecurity 101,стаття,завершення,2025-11-11,3.7,5
U2789,ФИТ,викладач,Algorithms and Structures,відеолекція,початок,2025-03-19,10.3,4
U2790,ФЕН,студент,Data Science Guide,підручник,пошук,2025-11-11,2.3,2
U2791,ФЕП,студент,Algorithms and Structures,підручник,пошук,2025-05-14,10.3,3
U2792,ФКБ,викладач,Digital Logic,електронна книга,перерва,2025-03-12,14.6,5
U2793,ФЕН,викладач,Python Basics,відеолекція,початок,2025-03-16,1.5,2
U2794,ФИС,студент,Algorithms and Structures,практикум,завершення,2025-01-19,9.9,2
U2795,ФИТ,викладач,Python Basics,стаття,читання,2025-03-20,10.6,3
U2796,ФИТ,викладач,Cybersecurity 101,підручник,початок,2025-02-22,1.2,5
U2797,ФЕН,студент,Big Data Systems,електронна книга,читання,2025-01-22,1.9,2
U2798,ФИТ,студент,Data Science Guide,підручник,пошук,2025-07-04,2.2,2
U2799,ФКБ,студент,Data Science Guide,відеолекція,читання,2025-04-09,14.7,5
U2800,ФИТ,студент,Algorithms and Structures,відеолекція,завершення,2025-08-12,9.8,5
U2801,ФИС,викладач,Cybersecurity 101,практикум,читання,2025-04-29,2.5,1
U2802,ФКБ,викладач,Python Basics,електронна книга,пошук,2025-06-07,11.3,2
U2803,ФИС,студент,Database Design,підручник,початок,2025-03-30,11.0,5
U2804,ФИС,студент,Python Basics,стаття,перерва,2025-04-12,13.0,4
U2805,ФИТ,студент,ML Intro,електронна книга,пошук,2025-07-28,12.9,1
U2806,ФЕП,студент,Database Design,відеолекція,завершення,2025-06-18,7.5,3
U2807,ФКБ,студент,Python Basics,відеолекція,початок,2025-09-16,5.1,1
U2808,ФЕН,студент,Python Basics,практикум,початок,2025-03-14,6.6,2
U2809,ФИТ,викладач,ML Intro,стаття,перерва,2025-04-14,6.0,4
U2810,ФКБ,студент,Database Design,підручник,читання,2025-11-20,5.8,1
U2811,ФЕН,викладач,Database Design,практикум,пошук,2025-06-23,0.8,2
U2812,ФКБ,студент,Database Design,електронна книга,початок,2025-09-29,14.6,1
U2813,ФЕН,студент,Database Design,підручник,перерва,2025-06-29,2.0,2
U2814,ФИТ,студент,Digital Logic,відеолекція,початок,2025-05-20,5.6,4
U2815,ФЕН,студент,Database Design,практикум,початок,2025-09-28,11.0,2
U2816,ФЕП,студент,Database Design,практикум,пошук,2025-10-29,7.1,3
U2817,ФИТ,студент,Digital Logic,електронна книга,читання,2025-02-09,14.6,3
U2818,ФЕП,студент,Data Science Guide,практикум,початок,2025-07-29,1.3,2
U2819,ФИТ,викладач,Python Basics,практикум,перерва,2025-08-23,5.2,3
U2820,ФИС,студент,Digital Logic,підручник,завершення,2025-05-18,2.9,1
U2821,ФЕН,студент,Cybersecurity 101,електронна книга,перерва,2025-06-02,8.0,4
U2822,ФИТ,студент,Database Design,стаття,читання,2025-02-28,7.2,5
U2823,ФЕП,викладач,Python Basics,стаття,пошук,2025-08-28,15.0,5
U2824,ФИС,студент,Cybersecurity 101,відеолекція,читання,2025-05-04,2.3,4
